gid,id,entidad,distrito,tipo,control,geometry1_,ent_nom,WIKIDATA,name_es,name_en,MS_FB_PARE,MS_FB
10,10.000000000000000,15.0,10.0,7,0.000000000000000,,MEXICO,Q6169037,X distrito electoral federal de Estado de México,10th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:10
11,11.000000000000000,15.0,11.0,7,0.000000000000000,,MEXICO,Q53501099,XI distrito electoral federal de Estado de México,11th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:11
12,12.000000000000000,15.0,12.0,7,0.000000000000000,,MEXICO,Q6168757,XII distrito electoral federal de Estado de México,12th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:12
13,13.000000000000000,15.0,13.0,6,0.000000000000000,,MEXICO,Q53501120,XIII distrito electoral federal de Estado de México,13th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:13
14,14.000000000000000,15.0,14.0,7,0.000000000000000,,MEXICO,Q6168768,XIV distrito electoral federal de Estado de México,14th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:14
15,15.000000000000000,15.0,15.0,7,0.000000000000000,,MEXICO,Q6168889,XV distrito electoral federal de Estado de México,15th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:15
16,16.000000000000000,15.0,16.0,7,0.000000000000000,,MEXICO,Q39080706,Distrito electoral federal 16 del estado de México,16th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:16
17,17.000000000000000,15.0,17.0,7,0.000000000000000,,MEXICO,Q53501121,XVII distrito electoral federal de Estado de México,17th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:17
18,18.000000000000000,15.0,18.0,8,0.000000000000000,,MEXICO,Q6168863,XVIII Distrito Electoral Federal del Estado de México,18th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:18
19,19.000000000000000,15.0,19.0,6,0.000000000000000,,MEXICO,Q5649785,XIX distrito electoral federal de Estado de México,19th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:19
20,20.000000000000000,15.0,20.0,6,0.000000000000000,,MEXICO,Q53501125,XX distrito electoral federal de Estado de México,20th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:20
21,21.000000000000000,15.0,21.0,7,0.000000000000000,,MEXICO,Q53501126,XXI distrito electoral federal de Estado de México,21st Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:21
22,22.000000000000000,15.0,22.0,7,0.000000000000000,,MEXICO,Q53501128,XXII distrito electoral federal de Estado de México,22nd Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:22
23,23.000000000000000,15.0,23.0,9,0.000000000000000,,MEXICO,Q6168899,XXIII distrito electoral federal de Estado de México,23rd federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:23
24,24.000000000000000,15.0,24.0,6,0.000000000000000,,MEXICO,Q11092935,XXIV distrito electoral federal de Estado de México,24th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:24
25,25.000000000000000,15.0,25.0,7,0.000000000000000,,MEXICO,Q53501129,XXV distrito electoral federal de Estado de México,25th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:25
26,26.000000000000000,15.0,26.0,7,0.000000000000000,,MEXICO,Q6168934,XXVI distrito electoral federal de Estado de México,26th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:26
27,27.000000000000000,15.0,27.0,7,0.000000000000000,,MEXICO,Q53501131,XXVII distrito electoral federal de Estado de México,27th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:27
28,28.000000000000000,15.0,28.0,8,0.000000000000000,,MEXICO,Q6168926,XXVIII distrito electoral federal de Estado de México,28th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:28
29,29.000000000000000,15.0,29.0,6,0.000000000000000,,MEXICO,Q6168914,XXIX distrito electoral federal de Estado de México,29th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:29
30,30.000000000000000,15.0,30.0,6,0.000000000000000,,MEXICO,Q53501134,XXX distrito electoral federal de Estado de México,30th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:30
31,31.000000000000000,15.0,31.0,6,0.000000000000000,,MEXICO,Q6168970,XXXI distrito electoral federal de Estado de México,31st federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:31
32,32.000000000000000,15.0,32.0,7,0.000000000000000,,MEXICO,Q6168950,XXXII distrito electoral federal de Estado de México,32nd federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:32
33,33.000000000000000,15.0,33.0,8,0.000000000000000,,MEXICO,Q6168945,XXXIII distrito electoral federal de Estado de México,33rd federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:33
34,34.000000000000000,15.0,34.0,7,0.000000000000000,,MEXICO,Q6168956,XXXIV distrito electoral federal de Estado de México,34th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:34
35,35.000000000000000,15.0,35.0,8,0.000000000000000,,MEXICO,Q53501135,XXXV distrito electoral federal de Estado de México,35th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:35
36,36.000000000000000,15.0,36.0,10,0.000000000000000,,MEXICO,Q25407964,Distrito electoral federal 36 del estado de México,36th Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:36
37,37.000000000000000,15.0,37.0,7,0.000000000000000,,MEXICO,Q12221368,XXXVII distrito electoral federal de Estado de México,37th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:37
38,38.000000000000000,15.0,38.0,8,0.000000000000000,,MEXICO,Q6168976,XXXVIII distrito electoral federal de Estado de México,38th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:38
39,39.000000000000000,15.0,39.0,7,0.000000000000000,,MEXICO,Q5396956,XXXIX distrito electoral federal de Estado de México,39th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:39
40,40.000000000000000,15.0,40.0,8,0.000000000000000,,MEXICO,Q6168826,XL distrito electoral federal de Estado de México,40th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:40
41,41.000000000000000,15.0,41.0,0,0.000000000000000,,MEXICO,Q53501159,XLI distrito electoral federal de Estado de México,41st Federal Electoral District of the state of México,country:mx/state:mex,country:mx/state:mex/fed:41
1,1.000000000000000,16.0,1.0,10,0.000000000000000,,MICHOACAN,Q5907455,I distrito electoral federal de Michoacan,1st federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:1
2,2.000000000000000,16.0,2.0,9,0.000000000000000,,MICHOACAN,Q53501161,II distrito electoral federal de Michoacan,2nd Federal Electoral District of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:2
3,3.000000000000000,16.0,3.0,10,0.000000000000000,,MICHOACAN,Q5906862,III distrito electoral federal de Michoacan,3rd federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:3
4,4.000000000000000,16.0,4.0,8,0.000000000000000,,MICHOACAN,Q5907287,IV distrito electoral federal de Michoacan,4th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:4
5,5.000000000000000,16.0,5.0,8,0.000000000000000,,MICHOACAN,Q6158510,V distrito electoral federal de Michoacan,5th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:5
6,6.000000000000000,16.0,6.0,9,0.000000000000000,,MICHOACAN,Q53501162,VI distrito electoral federal de Michoacan,6th Federal Electoral District of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:6
7,7.000000000000000,16.0,7.0,9,0.000000000000000,,MICHOACAN,Q6158389,VII distrito electoral federal de Michoacan,7th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:7
8,8.000000000000000,16.0,8.0,7,0.000000000000000,,MICHOACAN,Q6158372,VIII distrito electoral federal de Michoacan,8th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:8
9,9.000000000000000,16.0,9.0,8,0.000000000000000,,MICHOACAN,Q53501168,IX distrito electoral federal de Michoacan,9th Federal Electoral District of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:9
10,10.000000000000000,16.0,10.0,7,0.000000000000000,,MICHOACAN,Q6169031,X distrito electoral federal de Michoacan,10th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:10
11,11.000000000000000,16.0,11.0,11,0.000000000000000,,MICHOACAN,Q6168787,XI distrito electoral federal de Michoacan,11th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:11
12,12.000000000000000,16.0,12.0,11,0.000000000000000,,MICHOACAN,Q5643384,XII distrito electoral federal de Michoacan,12th federal electoral district of Michoacan,country:mx/state:mic,country:mx/state:mic/fed:12
1,1.000000000000000,17.0,1.0,7,0.000000000000000,,MORELOS,Q26689729,Distrito electoral federal 1 de Morelos,Distrito electoral federal 1 de Morelos,country:mx/state:mor,country:mx/state:mor/fed:1
2,2.000000000000000,17.0,2.0,7,0.000000000000000,,MORELOS,Q53501171,II distrito electoral federal de Morelos,2nd Federal Electoral District of Morelos,country:mx/state:mor,country:mx/state:mor/fed:2
3,3.000000000000000,17.0,3.0,8,0.000000000000000,,MORELOS,Q53501172,III distrito electoral federal de Morelos,3rd Federal Electoral District of Morelos,country:mx/state:mor,country:mx/state:mor/fed:3
4,4.000000000000000,17.0,4.0,8,0.000000000000000,,MORELOS,Q53501174,IV distrito electoral federal de Morelos,4th Federal Electoral District of Morelos,country:mx/state:mor,country:mx/state:mor/fed:4
5,5.000000000000000,17.0,5.0,8,0.000000000000000,,MORELOS,Q6158511,V distrito electoral federal de Morelos,5th federal electoral district of Morelos,country:mx/state:mor,country:mx/state:mor/fed:5
1,1.000000000000000,18.0,1.0,11,0.000000000000000,,NAYARIT,Q595430,I distrito electoral federal de Nayarit,1st federal electoral district of Nayarit,country:mx/state:nay,country:mx/state:nay/fed:1
2,2.000000000000000,18.0,2.0,7,0.000000000000000,,NAYARIT,Q7443288,II distrito electoral federal de Nayarit,2nd federal electoral district of Nayarit,country:mx/state:nay,country:mx/state:nay/fed:2
3,3.000000000000000,18.0,3.0,10,0.000000000000000,,NAYARIT,Q7784848,III distrito electoral federal de Nayarit,3rd federal electoral district of Nayarit,country:mx/state:nay,country:mx/state:nay/fed:3
1,1.000000000000000,19.0,1.0,7,0.000000000000000,,NUEVO LEON,Q5907459,I distrito electoral federal de Nuevo Leon,1st federal electoral district of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:1
2,2.000000000000000,19.0,2.0,7,0.000000000000000,,NUEVO LEON,Q5906955,II distrito electoral federal de Nuevo Leon,2nd federal electoral district of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:2
3,3.000000000000000,19.0,3.0,7,0.000000000000000,,NUEVO LEON,Q5906865,III distrito electoral federal de Nuevo Leon,3rd federal electoral district of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:3
4,4.000000000000000,19.0,4.0,7,0.000000000000000,,NUEVO LEON,Q5907291,IV distrito electoral federal de Nuevo Leon,4th federal electoral district of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:4
5,5.000000000000000,19.0,5.0,7,0.000000000000000,,NUEVO LEON,Q53501177,V distrito electoral federal de Nuevo Leon,5th Federal Electoral District of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:5
6,6.000000000000000,19.0,6.0,7,0.000000000000000,,NUEVO LEON,Q53501178,VI distrito electoral federal de Nuevo Leon,6th Federal Electoral District of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:6
7,7.000000000000000,19.0,7.0,7,0.000000000000000,,NUEVO LEON,Q53501194,VII distrito electoral federal de Nuevo Leon,7th Federal Electoral District of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:7
8,8.000000000000000,19.0,8.0,7,0.000000000000000,,NUEVO LEON,Q53501197,VIII distrito electoral federal de Nuevo Leon,8th Federal Electoral District of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:8
9,9.000000000000000,19.0,9.0,13,0.000000000000000,,NUEVO LEON,Q6446013,IX distrito electoral federal de Nuevo Leon,9th federal electoral district of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:9
10,10.000000000000000,19.0,10.0,7,0.000000000000000,,NUEVO LEON,Q53501199,X distrito electoral federal de Nuevo Leon,10th Federal Electoral District of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:10
11,11.000000000000000,19.0,11.0,7,0.000000000000000,,NUEVO LEON,Q53501201,XI distrito electoral federal de Nuevo Leon,11th Federal Electoral District of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:11
12,12.000000000000000,19.0,12.0,12,0.000000000000000,,NUEVO LEON,Q2917871,XII distrito electoral federal de Nuevo Leon,12th federal electoral district of Nuevo Leon,country:mx/state:nle,country:mx/state:nle/fed:12
1,1.000000000000000,20.0,1.0,9,0.000000000000000,,OAXACA,Q5638898,I distrito electoral federal de Oaxaca,1st federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:1
2,2.000000000000000,20.0,2.0,11,0.000000000000000,,OAXACA,Q53501204,II distrito electoral federal de Oaxaca,2nd Federal Electoral District of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:2
3,3.000000000000000,20.0,3.0,10,0.000000000000000,,OAXACA,Q5906868,III distrito electoral federal de Oaxaca,3rd federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:3
4,4.000000000000000,20.0,4.0,10,0.000000000000000,,OAXACA,Q53501206,IV distrito electoral federal de Oaxaca,4th Federal Electoral District of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:4
5,5.000000000000000,20.0,5.0,9,0.000000000000000,,OAXACA,Q6158513,V distrito electoral federal de Oaxaca,5th federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:5
6,6.000000000000000,20.0,6.0,11,0.000000000000000,,OAXACA,Q42837015,Sixth federal electoral district of Oaxaca,Sixth federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:6
7,7.000000000000000,20.0,7.0,9,0.000000000000000,,OAXACA,Q6158390,VII distrito electoral federal de Oaxaca,7th federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:7
8,8.000000000000000,20.0,8.0,7,0.000000000000000,,OAXACA,Q29642217,Distrito electoral federal 8 de Oaxaca,Eighth electoral federal district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:8
9,9.000000000000000,20.0,9.0,10,0.000000000000000,,OAXACA,Q49564909,Ninth federal electoral district of Oaxaca,Ninth federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:9
10,10.000000000000000,20.0,10.0,11,0.000000000000000,,OAXACA,Q6169033,X distrito electoral federal de Oaxaca,10th federal electoral district of Oaxaca,country:mx/state:oax,country:mx/state:oax/fed:10
1,1.000000000000000,21.0,1.0,10,0.000000000000000,,PUEBLA,Q6446044,I distrito electoral federal de Puebla,1st federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:1
2,2.000000000000000,21.0,2.0,10,0.000000000000000,,PUEBLA,Q25404212,II Distrito Electoral Federal de Puebla,2nd federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:2
3,3.000000000000000,21.0,3.0,9,0.000000000000000,,PUEBLA,Q53501208,III distrito electoral federal de Puebla,3rd Federal Electoral District of Puebla,country:mx/state:pue,country:mx/state:pue/fed:3
4,4.000000000000000,21.0,4.0,10,0.000000000000000,,PUEBLA,Q41295748,Fourth federal electoral district of Puebla,Fourth federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:4
5,5.000000000000000,21.0,5.0,8,0.000000000000000,,PUEBLA,Q6158515,V distrito electoral federal de Puebla,5th federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:5
6,6.000000000000000,21.0,6.0,7,0.000000000000000,,PUEBLA,Q6158419,VI distrito electoral federal de Puebla,6th federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:6
7,7.000000000000000,21.0,7.0,7,0.000000000000000,,PUEBLA,Q42240933,Seventh federal electoral district of Puebla,Seventh federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:7
8,8.000000000000000,21.0,8.0,8,0.000000000000000,,PUEBLA,Q6158373,VIII distrito electoral federal de Puebla,8th federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:8
9,9.000000000000000,21.0,9.0,7,0.000000000000000,,PUEBLA,Q53501210,IX distrito electoral federal de Puebla,9th Federal Electoral District of Puebla,country:mx/state:pue,country:mx/state:pue/fed:9
10,10.000000000000000,21.0,10.0,7,0.000000000000000,,PUEBLA,Q6169035,X distrito electoral federal de Puebla,10th federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:10
11,11.000000000000000,21.0,11.0,7,0.000000000000000,,PUEBLA,Q6168788,XI distrito electoral federal de Puebla,11th federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:11
12,12.000000000000000,21.0,12.0,7,0.000000000000000,,PUEBLA,Q53501212,XII distrito electoral federal de Puebla,12th Federal Electoral District of Puebla,country:mx/state:pue,country:mx/state:pue/fed:12
13,13.000000000000000,21.0,13.0,9,0.000000000000000,,PUEBLA,Q41295902,Thirteenth federal electoral district of Puebla,Thirteenth federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:13
14,14.000000000000000,21.0,14.0,10,0.000000000000000,,PUEBLA,Q41296012,Fourteenth federal electoral district of Puebla,Fourteenth federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:14
15,15.000000000000000,21.0,15.0,7,0.000000000000000,,PUEBLA,Q41577375,Fifteenth federal electoral district of Puebla,Fifteenth federal electoral district of Puebla,country:mx/state:pue,country:mx/state:pue/fed:15
1,1.000000000000000,22.0,1.0,10,0.000000000000000,,QUERETARO,Q53501228,I distrito electoral federal de Queretaro,1st Federal Electoral District of Queretaro,country:mx/state:que,country:mx/state:que/fed:1
2,2.000000000000000,22.0,2.0,8,0.000000000000000,,QUERETARO,Q53501231,II distrito electoral federal de Queretaro,2nd Federal Electoral District of Queretaro,country:mx/state:que,country:mx/state:que/fed:2
3,3.000000000000000,22.0,3.0,7,0.000000000000000,,QUERETARO,Q53501232,III distrito electoral federal de Queretaro,3rd Federal Electoral District of Queretaro,country:mx/state:que,country:mx/state:que/fed:3
4,4.000000000000000,22.0,4.0,7,0.000000000000000,,QUERETARO,Q53501233,IV distrito electoral federal de Queretaro,4th Federal Electoral District of Queretaro,country:mx/state:que,country:mx/state:que/fed:4
5,5.000000000000000,22.0,5.0,0,0.000000000000000,,QUERETARO,Q53501235,V distrito electoral federal de Queretaro,5th Federal Electoral District of Queretaro,country:mx/state:que,country:mx/state:que/fed:5
1,1.000000000000000,23.0,1.0,10,0.000000000000000,,QUINTANA ROO,Q2834868,I distrito electoral federal de Quintana Roo,1st federal electoral district of Quintana Roo,country:mx/state:roo,country:mx/state:roo/fed:1
2,2.000000000000000,23.0,2.0,11,0.000000000000000,,QUINTANA ROO,Q5663775,II distrito electoral federal de Quintana Roo,2nd federal electoral district of Quintana Roo,country:mx/state:roo,country:mx/state:roo/fed:2
3,3.000000000000000,23.0,3.0,7,0.000000000000000,,QUINTANA ROO,Q7784851,III distrito electoral federal de Quintana Roo,3rd federal electoral district of Quintana Roo,country:mx/state:roo,country:mx/state:roo/fed:3
4,4.000000000000000,23.0,4.0,0,0.000000000000000,,QUINTANA ROO,Q53501238,IV distrito electoral federal de Quintana Roo,4th Federal Electoral District of Quintana Roo,country:mx/state:roo,country:mx/state:roo/fed:4
1,1.000000000000000,24.0,1.0,4,0.000000000000000,,SAN LUIS POTOSI,Q5907466,I distrito electoral federal de San Luis Potosi,1st federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:1
2,2.000000000000000,24.0,2.0,4,0.000000000000000,,SAN LUIS POTOSI,Q5906957,II distrito electoral federal de San Luis Potosi,2nd federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:2
3,3.000000000000000,24.0,3.0,4,0.000000000000000,,SAN LUIS POTOSI,Q5906870,III distrito electoral federal de San Luis Potosi,3rd federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:3
4,4.000000000000000,24.0,4.0,4,0.000000000000000,,SAN LUIS POTOSI,Q5907294,IV distrito electoral federal de San Luis Potosi,4th federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:4
5,5.000000000000000,24.0,5.0,1,0.000000000000000,,SAN LUIS POTOSI,Q6158516,V distrito electoral federal de San Luis Potosi,5th federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:5
6,6.000000000000000,24.0,6.0,1,0.000000000000000,,SAN LUIS POTOSI,Q6158421,VI distrito electoral federal de San Luis Potosi,6th federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:6
7,7.000000000000000,24.0,7.0,4,0.000000000000000,,SAN LUIS POTOSI,Q6158393,VII distrito electoral federal de San Luis Potosi,7th federal electoral district of San Luis Potosi,country:mx/state:slp,country:mx/state:slp/fed:7
1,1.000000000000000,25.0,1.0,13,0.000000000000000,,SINALOA,Q5907469,I distrito electoral federal de Sinaloa,1st federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:1
2,2.000000000000000,25.0,2.0,8,0.000000000000000,,SINALOA,Q5559457,II distrito electoral federal de Sinaloa,2nd federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:2
3,3.000000000000000,25.0,3.0,9,0.000000000000000,,SINALOA,Q5906874,III distrito electoral federal de Sinaloa,3rd federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:3
4,4.000000000000000,25.0,4.0,9,0.000000000000000,,SINALOA,Q5907297,IV distrito electoral federal de Sinaloa,4th federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:4
5,5.000000000000000,25.0,5.0,8,0.000000000000000,,SINALOA,Q5392067,V distrito electoral federal de Sinaloa,5th federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:5
6,6.000000000000000,25.0,6.0,12,0.000000000000000,,SINALOA,Q6158422,VI distrito electoral federal de Sinaloa,6th federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:6
7,7.000000000000000,25.0,7.0,8,0.000000000000000,,SINALOA,Q6158394,VII distrito electoral federal de Sinaloa,7th federal electoral district of Sinaloa,country:mx/state:sin,country:mx/state:sin/fed:7
1,1.000000000000000,26.0,1.0,12,0.000000000000000,,SONORA,Q5640424,I distrito electoral federal de Sonora,1st federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:1
2,2.000000000000000,26.0,2.0,10,0.000000000000000,,SONORA,Q5906962,II distrito electoral federal de Sonora,2nd federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:2
3,3.000000000000000,26.0,3.0,8,0.000000000000000,,SONORA,Q5906877,III distrito electoral federal de Sonora,3rd federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:3
4,4.000000000000000,26.0,4.0,13,0.000000000000000,,SONORA,Q20024519,IV distrito electoral federal de Sonora,4th federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:4
5,5.000000000000000,26.0,5.0,9,0.000000000000000,,SONORA,Q6158518,V distrito electoral federal de Sonora,5th federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:5
6,6.000000000000000,26.0,6.0,8,0.000000000000000,,SONORA,Q5644888,VI distrito electoral federal de Sonora,6th federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:6
7,7.000000000000000,26.0,7.0,9,0.000000000000000,,SONORA,Q6158395,VII distrito electoral federal de Sonora,7th federal electoral district of Sonora,country:mx/state:son,country:mx/state:son/fed:7
1,1.000000000000000,27.0,1.0,10,0.000000000000000,,TABASCO,Q5907473,I distrito electoral federal de Tabasco,1st federal electoral district of Tabasco,country:mx/state:tab,country:mx/state:tab/fed:1
2,2.000000000000000,27.0,2.0,9,0.000000000000000,,TABASCO,Q5906966,II distrito electoral federal de Tabasco,2nd federal electoral district of Tabasco,country:mx/state:tab,country:mx/state:tab/fed:2
3,3.000000000000000,27.0,3.0,8,0.000000000000000,,TABASCO,Q5906879,III distrito electoral federal de Tabasco,3rd federal electoral district of Tabasco,country:mx/state:tab,country:mx/state:tab/fed:3
4,4.000000000000000,27.0,4.0,7,0.000000000000000,,TABASCO,Q5485182,IV distrito electoral federal de Tabasco,4th federal electoral district of Tabasco,country:mx/state:tab,country:mx/state:tab/fed:4
5,5.000000000000000,27.0,5.0,9,0.000000000000000,,TABASCO,Q6158519,V distrito electoral federal de Tabasco,5th federal electoral district of Tabasco,country:mx/state:tab,country:mx/state:tab/fed:5
6,6.000000000000000,27.0,6.0,9,0.000000000000000,,TABASCO,Q6158423,VI distrito electoral federal de Tabasco,6th federal electoral district of Tabasco,country:mx/state:tab,country:mx/state:tab/fed:6
1,1.000000000000000,28.0,1.0,8,0.000000000000000,,TAMAULIPAS,Q5907476,I distrito electoral federal de Tamaulipas,1st federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:1
2,2.000000000000000,28.0,2.0,7,0.000000000000000,,TAMAULIPAS,Q5906969,II distrito electoral federal de Tamaulipas,2nd federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:2
3,3.000000000000000,28.0,3.0,12,0.000000000000000,,TAMAULIPAS,Q5906881,III distrito electoral federal de Tamaulipas,3rd federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:3
4,4.000000000000000,28.0,4.0,7,0.000000000000000,,TAMAULIPAS,Q5907300,IV distrito electoral federal de Tamaulipas,4th federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:4
5,5.000000000000000,28.0,5.0,10,0.000000000000000,,TAMAULIPAS,Q6158521,V distrito electoral federal de Tamaulipas,5th federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:5
6,6.000000000000000,28.0,6.0,12,0.000000000000000,,TAMAULIPAS,Q6158425,VI distrito electoral federal de Tamaulipas,6th federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:6
7,7.000000000000000,28.0,7.0,8,0.000000000000000,,TAMAULIPAS,Q5835656,VII distrito electoral federal de Tamaulipas,7th federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:7
8,8.000000000000000,28.0,8.0,7,0.000000000000000,,TAMAULIPAS,Q6158375,VIII distrito electoral federal de Tamaulipas,8th federal electoral district of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:8
9,9.000000000000000,28.0,9.0,0,0.000000000000000,,TAMAULIPAS,Q53501240,IX distrito electoral federal de Tamaulipas,9th Federal Electoral District of Tamaulipas,country:mx/state:tam,country:mx/state:tam/fed:9
1,1.000000000000000,29.0,1.0,8,0.000000000000000,,TLAXCALA,Q5907479,I distrito electoral federal de Tlaxcala,1st federal electoral district of Tlaxcala,country:mx/state:tla,country:mx/state:tla/fed:1
2,2.000000000000000,29.0,2.0,7,0.000000000000000,,TLAXCALA,Q5906972,II distrito electoral federal de Tlaxcala,2nd federal electoral district of Tlaxcala,country:mx/state:tla,country:mx/state:tla/fed:2
3,3.000000000000000,29.0,3.0,8,0.000000000000000,,TLAXCALA,Q20012832,III distrito electoral federal de Tlaxcala,3rd federal electoral district of Tlaxcala,country:mx/state:tla,country:mx/state:tla/fed:3
