gid,id,entidad,distrito,tipo,control,geometry1_,ent_nom,WIKIDATA,name_es,name_en,MS_FB_PARE,MS_FB
8,8.000000000000000,2.0,8.0,7,0.000000000000000,,BAJA CALIFORNIA,Q6158368,VIII distrito electoral federal de Baja California,8th federal electoral district of Baja California,country:mx/state:bcn,country:mx/state:bcn/fed:8
1,1.000000000000000,3.0,1.0,4,0.000000000000000,,BAJA CALIFORNIA SUR,Q5452997,I distrito electoral federal de Baja California Sur,1st federal electoral district of Baja California Sur,country:mx/state:bcs,country:mx/state:bcs/fed:1
2,2.000000000000000,3.0,2.0,4,0.000000000000000,,BAJA CALIFORNIA SUR,Q7443284,II distrito electoral federal de Baja California Sur,2nd federal electoral district of Baja California Sur,country:mx/state:bcs,country:mx/state:bcs/fed:2
3,1.000000000000000,4.0,1.0,10,0.000000000000000,,CAMPECHE,Q5452998,I distrito electoral federal de Campeche,1st federal electoral district of Campeche,country:mx/state:cam,country:mx/state:cam/fed:1
4,2.000000000000000,4.0,2.0,12,0.000000000000000,,CAMPECHE,Q508123,II distrito electoral federal de Campeche,2nd federal electoral district of Campeche,country:mx/state:cam,country:mx/state:cam/fed:2
1,1.000000000000000,5.0,1.0,10,0.000000000000000,,COAHUILA,Q5453001,I distrito electoral federal de Coahuila,1st federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:1
2,2.000000000000000,5.0,2.0,13,0.000000000000000,,COAHUILA,Q7443286,II distrito electoral federal de Coahuila,2nd federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:2
3,3.000000000000000,5.0,3.0,11,0.000000000000000,,COAHUILA,Q7784847,III distrito electoral federal de Coahuila,3rd federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:3
4,4.000000000000000,5.0,4.0,7,0.000000000000000,,COAHUILA,Q5476083,IV distrito electoral federal de Coahuila,4th federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:4
5,5.000000000000000,5.0,5.0,9,0.000000000000000,,COAHUILA,Q5447520,V distrito electoral federal de Coahuila,5th federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:5
6,6.000000000000000,5.0,6.0,7,0.000000000000000,,COAHUILA,Q7533146,VI distrito electoral federal de Coahuila,6th federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:6
7,7.000000000000000,5.0,7.0,8,0.000000000000000,,COAHUILA,Q7457721,VII distrito electoral federal de Coahuila,7th federal electoral district of Coahuila,country:mx/state:coa,country:mx/state:coa/fed:7
1,1.000000000000000,6.0,1.0,8,0.000000000000000,,COLIMA,Q5453004,I distrito electoral federal de Colima,1st federal electoral district of Colima,country:mx/state:col,country:mx/state:col/fed:1
2,2.000000000000000,6.0,2.0,9,0.000000000000000,,COLIMA,Q9006391,II distrito electoral federal de Colima,2nd federal electoral district of Colima,country:mx/state:col,country:mx/state:col/fed:2
1,1.000000000000000,7.0,1.0,11,0.000000000000000,,CHIAPAS,Q5452999,I distrito electoral federal de Chiapas,1st federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:1
2,2.000000000000000,7.0,2.0,10,0.000000000000000,,CHIAPAS,Q7443285,II distrito electoral federal de Chiapas,2nd federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:2
3,3.000000000000000,7.0,3.0,12,0.000000000000000,,CHIAPAS,Q7784845,III distrito electoral federal de Chiapas,3rd federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:3
4,4.000000000000000,7.0,4.0,11,0.000000000000000,,CHIAPAS,Q5555316,IV distrito electoral federal de Chiapas,4th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:4
5,5.000000000000000,7.0,5.0,9,0.000000000000000,,CHIAPAS,Q5447518,V distrito electoral federal de Chiapas,5th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:5
6,6.000000000000000,7.0,6.0,9,0.000000000000000,,CHIAPAS,Q7533144,VI distrito electoral federal de Chiapas,6th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:6
7,7.000000000000000,7.0,7.0,11,0.000000000000000,,CHIAPAS,Q7457718,VII distrito electoral federal de Chiapas,7th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:7
8,8.000000000000000,7.0,8.0,10,0.000000000000000,,CHIAPAS,Q5349105,VIII distrito electoral federal de Chiapas,8th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:8
9,9.000000000000000,7.0,9.0,7,0.000000000000000,,CHIAPAS,Q973194,IX distrito electoral federal de Chiapas,9th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:9
10,10.000000000000000,7.0,10.0,12,0.000000000000000,,CHIAPAS,Q2889284,X distrito electoral federal de Chiapas,10th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:10
11,11.000000000000000,7.0,11.0,10,0.000000000000000,,CHIAPAS,Q5359803,XI distrito electoral federal de Chiapas,11th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:11
12,12.000000000000000,7.0,12.0,8,0.000000000000000,,CHIAPAS,Q7857549,XII distrito electoral federal de Chiapas,12th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:12
13,13.000000000000000,7.0,13.0,0,0.000000000000000,,CHIAPAS,Q53501693,XIII distrito electoral federal de Chiapas,13th federal electoral district of Chiapas,country:mx/state:chp,country:mx/state:chp/fed:13
1,1.000000000000000,8.0,1.0,11,0.000000000000000,,CHIHUAHUA,Q5453000,I distrito electoral federal de Chihuahua,1st federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:1
2,2.000000000000000,8.0,2.0,7,0.000000000000000,,CHIHUAHUA,Q5560537,II distrito electoral federal de Chihuahua,2nd federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:2
3,3.000000000000000,8.0,3.0,7,0.000000000000000,,CHIHUAHUA,Q7784846,III distrito electoral federal de Chihuahua,3rd federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:3
4,4.000000000000000,8.0,4.0,7,0.000000000000000,,CHIHUAHUA,Q2882789,IV distrito electoral federal de Chihuahua,4th federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:4
5,5.000000000000000,8.0,5.0,13,0.000000000000000,,CHIHUAHUA,Q5447519,V distrito electoral federal de Chihuahua,5th federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:5
6,6.000000000000000,8.0,6.0,7,0.000000000000000,,CHIHUAHUA,Q5490601,VI distrito electoral federal de Chihuahua,6th federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:6
7,7.000000000000000,8.0,7.0,13,0.000000000000000,,CHIHUAHUA,Q7457719,VII distrito electoral federal de Chihuahua,7th federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:7
8,8.000000000000000,8.0,8.0,8,0.000000000000000,,CHIHUAHUA,Q5349106,VIII distrito electoral federal de Chihuahua,8th federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:8
9,9.000000000000000,8.0,9.0,4,0.000000000000000,,CHIHUAHUA,Q7039204,IX distrito electoral federal de Chihuahua,9th federal electoral district of Chihuahua,country:mx/state:chh,country:mx/state:chh/fed:9
1,1.000000000000000,9.0,1.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5453006,I distrito electoral federal de Distrito Federal,1st federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:1
2,2.000000000000000,9.0,2.0,7,0.000000000000000,,DISTRITO FEDERAL,Q7443292,II distrito electoral federal de Distrito Federal,2nd federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:2
3,3.000000000000000,9.0,3.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5485352,III distrito electoral federal de Distrito Federal,3rd federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:3
4,4.000000000000000,9.0,4.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5476091,IV distrito electoral federal de Distrito Federal,4th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:4
5,5.000000000000000,9.0,5.0,7,0.000000000000000,,DISTRITO FEDERAL,Q5447524,V distrito electoral federal de Distrito Federal,5th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:5
6,6.000000000000000,9.0,6.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5400050,VI distrito electoral federal de Distrito Federal,6th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:6
7,7.000000000000000,9.0,7.0,2,0.000000000000000,,DISTRITO FEDERAL,Q7457723,VII distrito electoral federal de Distrito Federal,7th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:7
8,8.000000000000000,9.0,8.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5349107,VIII distrito electoral federal de Distrito Federal,8th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:8
9,9.000000000000000,9.0,9.0,6,0.000000000000000,,DISTRITO FEDERAL,Q7039207,IX distrito electoral federal de Distrito Federal,9th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:9
10,10.000000000000000,9.0,10.0,7,0.000000000000000,,DISTRITO FEDERAL,Q7700861,X distrito electoral federal de Distrito Federal,10th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:10
11,11.000000000000000,9.0,11.0,2,0.000000000000000,,DISTRITO FEDERAL,Q5359804,XI distrito electoral federal de Distrito Federal,11th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:11
12,12.000000000000000,9.0,12.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5810179,XII distrito electoral federal de Distrito Federal,12th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:12
13,13.000000000000000,9.0,13.0,6,0.000000000000000,,DISTRITO FEDERAL,Q7785193,XIII distrito electoral federal de Distrito Federal,13th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:13
14,14.000000000000000,9.0,14.0,7,0.000000000000000,,DISTRITO FEDERAL,Q5475946,XIV distrito electoral federal de Distrito Federal,14th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:14
15,15.000000000000000,9.0,15.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5447449,XV distrito electoral federal de Distrito Federal,15th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:15
16,16.000000000000000,9.0,16.0,6,0.000000000000000,,DISTRITO FEDERAL,Q7533082,XVI distrito electoral federal de Distrito Federal,16th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:16
17,17.000000000000000,9.0,17.0,7,0.000000000000000,,DISTRITO FEDERAL,Q7457653,XVII distrito electoral federal de Distrito Federal,17th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:17
18,18.000000000000000,9.0,18.0,6,0.000000000000000,,DISTRITO FEDERAL,Q607713,Distrito electoral federal 18 del Distrito Federal,Eighteenth Federal Electoral District of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:18
19,19.000000000000000,9.0,19.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5811280,XIX distrito electoral federal de Distrito Federal,19th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:19
20,20.000000000000000,9.0,20.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5811282,XX distrito electoral federal de Distrito Federal,20th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:20
21,21.000000000000000,9.0,21.0,7,0.000000000000000,,DISTRITO FEDERAL,Q5811285,Distrito electoral federal 21 del Distrito Federal,Distrito electoral federal 21 del Distrito Federal,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:21
22,22.000000000000000,9.0,22.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5811287,Distrito electoral federal 22 del Distrito Federal,Distrito electoral federal 22 del Distrito Federal,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:22
23,23.000000000000000,9.0,23.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5811290,XXIII distrito electoral federal de Distrito Federal,23rd federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:23
24,24.000000000000000,9.0,24.0,6,0.000000000000000,,DISTRITO FEDERAL,Q5811292,XXIV distrito electoral federal de Distrito Federal,24th federal electoral district of the Federal District,country:mx/federal-district:cmx,country:mx/federal-district:cmx/fed:24
1,1.000000000000000,10.0,1.0,14,0.000000000000000,,DURANGO,Q5907440,I distrito electoral federal de Durango,1st federal electoral district of Durango,country:mx/state:dur,country:mx/state:dur/fed:1
2,2.000000000000000,10.0,2.0,8,0.000000000000000,,DURANGO,Q5906948,II distrito electoral federal de Durango,2nd federal electoral district of Durango,country:mx/state:dur,country:mx/state:dur/fed:2
3,3.000000000000000,10.0,3.0,13,0.000000000000000,,DURANGO,Q5906852,III distrito electoral federal de Durango,3rd federal electoral district of Durango,country:mx/state:dur,country:mx/state:dur/fed:3
4,4.000000000000000,10.0,4.0,7,0.000000000000000,,DURANGO,Q5907279,IV distrito electoral federal de Durango,4th federal electoral district of Durango,country:mx/state:dur,country:mx/state:dur/fed:4
1,1.000000000000000,11.0,1.0,11,0.000000000000000,,GUANAJUATO,Q5907443,I distrito electoral federal de Guanajuato,1st federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:1
2,2.000000000000000,11.0,2.0,9,0.000000000000000,,GUANAJUATO,Q5906950,II distrito electoral federal de Guanajuato,2nd federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:2
3,3.000000000000000,11.0,3.0,7,0.000000000000000,,GUANAJUATO,Q5906854,III distrito electoral federal de Guanajuato,3rd federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:3
4,4.000000000000000,11.0,4.0,9,0.000000000000000,,GUANAJUATO,Q5907281,IV distrito electoral federal de Guanajuato,4th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:4
5,5.000000000000000,11.0,5.0,7,0.000000000000000,,GUANAJUATO,Q6158508,V distrito electoral federal de Guanajuato,5th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:5
6,6.000000000000000,11.0,6.0,7,0.000000000000000,,GUANAJUATO,Q6158415,VI distrito electoral federal de Guanajuato,6th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:6
7,7.000000000000000,11.0,7.0,9,0.000000000000000,,GUANAJUATO,Q6158386,VII distrito electoral federal de Guanajuato,7th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:7
8,8.000000000000000,11.0,8.0,8,0.000000000000000,,GUANAJUATO,Q6158369,VIII distrito electoral federal de Guanajuato,8th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:8
9,9.000000000000000,11.0,9.0,7,0.000000000000000,,GUANAJUATO,Q5907352,IX distrito electoral federal de Guanajuato,9th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:9
10,10.000000000000000,11.0,10.0,8,0.000000000000000,,GUANAJUATO,Q5668436,X distrito electoral federal de Guanajuato,10th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:10
11,11.000000000000000,11.0,11.0,10,0.000000000000000,,GUANAJUATO,Q6168784,XI distrito electoral federal de Guanajuato,11th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:11
12,12.000000000000000,11.0,12.0,7,0.000000000000000,,GUANAJUATO,Q6168756,XII distrito electoral federal de Guanajuato,12th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:12
13,13.000000000000000,11.0,13.0,8,0.000000000000000,,GUANAJUATO,Q5574019,XIII distrito electoral federal de Guanajuato,13th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:13
14,14.000000000000000,11.0,14.0,9,0.000000000000000,,GUANAJUATO,Q6168767,XIV distrito electoral federal de Guanajuato,14th federal electoral district of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:14
15,15.000000000000000,11.0,15.0,0,0.000000000000000,,GUANAJUATO,Q53501061,XV distrito electoral federal de Guanajuato,15th Federal Electoral District of Guanajuato,country:mx/state:gua,country:mx/state:gua/fed:15
1,1.000000000000000,12.0,1.0,12,0.000000000000000,,GUERRERO,Q5907450,I distrito electoral federal de Guerrero,1st federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:1
2,2.000000000000000,12.0,2.0,10,0.000000000000000,,GUERRERO,Q5906952,II distrito electoral federal de Guerrero,2nd federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:2
3,3.000000000000000,12.0,3.0,11,0.000000000000000,,GUERRERO,Q6445884,III distrito electoral federal de Guerrero,3rd federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:3
4,4.000000000000000,12.0,4.0,8,0.000000000000000,,GUERRERO,Q5907284,IV distrito electoral federal de Guerrero,4th federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:4
5,5.000000000000000,12.0,5.0,3,0.000000000000000,,GUERRERO,Q6158509,V distrito electoral federal de Guerrero,5th federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:5
6,6.000000000000000,12.0,6.0,11,0.000000000000000,,GUERRERO,Q53501063,VI distrito electoral federal de Guerrero,6th Federal Electoral District of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:6
7,7.000000000000000,12.0,7.0,10,0.000000000000000,,GUERRERO,Q6158387,VII distrito electoral federal de Guerrero,7th federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:7
8,8.000000000000000,12.0,8.0,3,0.000000000000000,,GUERRERO,Q6158370,VIII distrito electoral federal de Guerrero,8th federal electoral district of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:8
9,9.000000000000000,12.0,9.0,8,0.000000000000000,,GUERRERO,Q53501064,IX distrito electoral federal de Guerrero,9th Federal Electoral District of Guerrero,country:mx/state:gro,country:mx/state:gro/fed:9
1,1.000000000000000,13.0,1.0,11,0.000000000000000,,HIDALGO,Q29839549,I distrito electoral federal de Hidalgo,1st federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:1
2,2.000000000000000,13.0,2.0,11,0.000000000000000,,HIDALGO,Q29840335,II distrito electoral federal de Hidalgo,2nd federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:2
3,3.000000000000000,13.0,3.0,9,0.000000000000000,,HIDALGO,Q29840627,III distrito electoral federal de Hidalgo,3rd federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:3
4,4.000000000000000,13.0,4.0,9,0.000000000000000,,HIDALGO,Q18811711,IV distrito electoral federal de Hidalgo,4th federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:4
5,5.000000000000000,13.0,5.0,9,0.000000000000000,,HIDALGO,Q29840914,V distrito electoral federal de Hidalgo,5th federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:5
6,6.000000000000000,13.0,6.0,7,0.000000000000000,,HIDALGO,Q6158417,VI distrito electoral federal de Hidalgo,6th federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:6
7,7.000000000000000,13.0,7.0,9,0.000000000000000,,HIDALGO,Q29840966,VII distrito electoral federal de Hidalgo,7th federal electoral district of Hidalgo,country:mx/state:hid,country:mx/state:hid/fed:7
1,1.000000000000000,14.0,1.0,12,0.000000000000000,,JALISCO,Q5907452,I distrito electoral federal de Jalisco,1st federal electoral district of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:1
2,2.000000000000000,14.0,2.0,10,0.000000000000000,,JALISCO,Q53501065,II distrito electoral federal de Jalisco,2nd Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:2
3,3.000000000000000,14.0,3.0,10,0.000000000000000,,JALISCO,Q6445886,III distrito electoral federal de Jalisco,3rd federal electoral district of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:3
4,4.000000000000000,14.0,4.0,7,0.000000000000000,,JALISCO,Q53501067,IV distrito electoral federal de Jalisco,4th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:4
5,5.000000000000000,14.0,5.0,12,0.000000000000000,,JALISCO,Q53501068,V distrito electoral federal de Jalisco,5th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:5
6,6.000000000000000,14.0,6.0,7,0.000000000000000,,JALISCO,Q53501070,VI distrito electoral federal de Jalisco,6th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:6
7,7.000000000000000,14.0,7.0,7,0.000000000000000,,JALISCO,Q53501072,VII distrito electoral federal de Jalisco,7th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:7
8,8.000000000000000,14.0,8.0,7,0.000000000000000,,JALISCO,Q53501073,VIII distrito electoral federal de Jalisco,8th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:8
9,9.000000000000000,14.0,9.0,7,0.000000000000000,,JALISCO,Q53501084,IX distrito electoral federal de Jalisco,9th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:9
10,10.000000000000000,14.0,10.0,7,0.000000000000000,,JALISCO,Q9096458,X distrito electoral federal de Jalisco,10th federal electoral district of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:10
11,11.000000000000000,14.0,11.0,6,0.000000000000000,,JALISCO,Q6168785,XI distrito electoral federal de Jalisco,11th federal electoral district of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:11
12,12.000000000000000,14.0,12.0,8,0.000000000000000,,JALISCO,Q53501087,XII distrito electoral federal de Jalisco,12th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:12
13,13.000000000000000,14.0,13.0,7,0.000000000000000,,JALISCO,Q53501089,XIII distrito electoral federal de Jalisco,13th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:13
14,14.000000000000000,14.0,14.0,7,0.000000000000000,,JALISCO,Q16487218,XIV distrito electoral federal de Jalisco,14th federal electoral district of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:14
15,15.000000000000000,14.0,15.0,9,0.000000000000000,,JALISCO,Q53501090,XV distrito electoral federal de Jalisco,15th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:15
16,16.000000000000000,14.0,16.0,7,0.000000000000000,,JALISCO,Q53501092,XVI distrito electoral federal de Jalisco,16th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:16
17,17.000000000000000,14.0,17.0,9,0.000000000000000,,JALISCO,Q53501095,XVII distrito electoral federal de Jalisco,17th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:17
18,18.000000000000000,14.0,18.0,10,0.000000000000000,,JALISCO,Q18419591,Distrito electoral federal 18 de Jalisco,Distrito electoral federal 18 de Jalisco,country:mx/state:jal,country:mx/state:jal/fed:18
19,19.000000000000000,14.0,19.0,10,0.000000000000000,,JALISCO,Q53501096,XIX distrito electoral federal de Jalisco,19th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:19
20,20.000000000000000,14.0,20.0,0,0.000000000000000,,JALISCO,Q53501097,XX distrito electoral federal de Jalisco,20th Federal Electoral District of Jalisco,country:mx/state:jal,country:mx/state:jal/fed:20
1,1.000000000000000,15.0,1.0,9,0.000000000000000,,MEXICO,Q5907486,I distrito electoral federal de Estado de México,1st federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:1
2,2.000000000000000,15.0,2.0,8,0.000000000000000,,MEXICO,Q5906978,II distrito electoral federal de Estado de México,2nd federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:2
3,3.000000000000000,15.0,3.0,7,0.000000000000000,,MEXICO,Q5906887,III distrito electoral federal de Estado de México,3rd federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:3
4,4.000000000000000,15.0,4.0,7,0.000000000000000,,MEXICO,Q5907308,IV distrito electoral federal de Estado de México,4th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:4
5,5.000000000000000,15.0,5.0,8,0.000000000000000,,MEXICO,Q9092211,V distrito electoral federal de Estado de México,5th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:5
6,6.000000000000000,15.0,6.0,7,0.000000000000000,,MEXICO,Q6158428,VI distrito electoral federal de Estado de México,6th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:6
7,7.000000000000000,15.0,7.0,7,0.000000000000000,,MEXICO,Q6158396,VII distrito electoral federal de Estado de México,7th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:7
8,8.000000000000000,15.0,8.0,7,0.000000000000000,,MEXICO,Q5669661,VIII distrito electoral federal de Estado de México,8th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:8
9,9.000000000000000,15.0,9.0,8,0.000000000000000,,MEXICO,Q5551121,IX distrito electoral federal de Estado de México,9th federal electoral district of the state of México,country:mx/state:mex,country:mx/state:mex/fed:9
